name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
TOPAS	TOPAS: Workflow-Aware Prefix-State Scheduling for Multi-Agent LLM Serving	unknown	2026	arXiv (unopened)	2608.25523 (S2 citation record; abs not opened)		n/a	n/a	n/a	unknown	Workflow-aware prefix scheduling for agents; title-screened in forward-chain sweep.	4	1	abstain	Title-screened in S2 forward-chain sweep; primary source not opened.	6
TRUSTMEM	TRUSTMEM: Learning Trustworthy Memory Consolidation for LLM Agents	unknown	2026	arXiv preprint	2606.25161					unknown	Trustworthy-consolidation hit; admission-gating adjacent.	4	1	abstain	Title verified on search page; not opened further. Security-adjacent follow-up.	2
AI-Hippocampus	The AI Hippocampus: How Far are We From Human Memory?	unknown	2026	arXiv preprint	2601.09113					unknown	Survey-style hit on human-vs-AI memory; potential taxonomy source.	1,2,4	1	abstain	Title verified on search page; not opened further. Survey slot already covered by older prior-art rounds.	2
Trusted-KE	Trusted Knowledge Extraction for Operations and Maintenance Intelligence	Kathleen P. Mealey et al.	2025	arXiv preprint	2507.22935					yes	NER plus coreference plus linking plus relation extraction component survey	1	1	abstain	Abs opened; component list only, no memory architecture	9
NDSS-cache-poisoning	When Cache Poisoning Meets LLM Systems: Semantic Cache Poisoning and Its Countermeasures	unknown	2026	NDSS 2026 (unverified)	doi:10.14722/ndss.2026.240200		n/a	n/a	n/a	unverified PDF bytes	DOI resolves to an NDSS 2026 PDF (1.9MB, %PDF verified) but title/authors could not be verified from the bytes; directly on-point for semantic-cache security.	2	1	abstain	Existence corroborated (DOI resolution + OpenAlex record) but authorship/title not verified at a readable primary source.	6
When-Correct-Isnt-Usable	When Correct Isn't Usable: Improving Structured Output ...	(not recorded; not opened)	2026	arXiv preprint	arXiv:2605.02363	none verified				unknown	7-9B JSON output-accuracy study; constrained decoding 3.6-8.2x latency	1	1	abstain	Seen only on a fetched search page; primary source not opened	4
When-Memory-Lies	When Memory Lies: An Empirical Study of Spatial Memory Staleness in VLM Agents	Yushi Sun, Yanjie Zhang	2026	arXiv preprint	2608.04574					unknown	Staleness detection under memory-observation conflict in FrozenLake VLMs	1	1	abstain	Abs opened; staleness framing relevant but spatial-VLM modality out of scope; MOSAIC/SodaMem cover the need	9
ZenBrain	ZenBrain: A Neuroscience-Inspired 7-Layer Memory Architecture	unknown	2026	arXiv preprint	2604.23878					unknown	Seven-layer memory architecture hit from Mem-alpha search; layered taxonomy competitor to six-store schemes.	1,2,4	1	abstain	Title verified on search page; not opened further. Layered-vs-typed comparison deferred.	2,9
matrixorigin-memoria	memoria (secure memory management for agents)	matrixorigin	2026	n/a (software)		https://github.com/matrixorigin/memoria	596	2026-09-11	unknown	yes	Secure memory management emphasizing integrity and hallucination reduction per snippet.	1,2	1	abstain	Search-snippet screening only; repo not opened. Security-adjacent follow-up.	2
memoripy	memoripy (evidence-first local memory)	caspianmoon	2026	n/a (software)		https://github.com/caspianmoon/memoripy	694	2026-08-17	unknown	yes	Evidence-first local memory with temporal versions and admission policies per description snippet.	1,2,5	1	abstain	Search-snippet screening only; repo not opened. Evidence-first framing is close to MelodyScribe quotes; follow-up candidate.	2
Wrong-ID-2401.08711	(recalled Co-LLM id, actually AI-metaphor education)	Anuj Gupta et al.	2024	cs.HC preprint	2401.08711	—	—	—	—	paper (unrelated)	Recalled Co-LLM id is an unrelated AI-metaphor paper.	refutes	0	abstain	Memory-suggested Co-LLM id verified as unrelated; true referent found via quoted arXiv search (2403.03870, repo clinicalml/co-llm).	5
Wrong-ID-2309.10072	(recalled DRAGIN id, actually warp-drive physics)	Barak Shoshany, Ben Snodgrass	2023	Class. Quantum Grav.	2309.10072	—	—	—	—	paper (unrelated)	Recalled DRAGIN id is an unrelated warp-drive paper.	refutes	0	abstain	Memory-suggested DRAGIN id verified as unrelated GR paper; true DRAGIN id found via arXiv search UI (2403.10081). Recorded as verification hygiene.	5
Wrong-ID-2312.12286	(recalled proxy-tuning id, actually inflation cosmology)	F. B. M. dos Santos et al.	2023	astro-ph.CO preprint	2312.12286	—	—	—	—	paper (unrelated)	Recalled proxy-tuning id is unrelated inflation cosmology.	refutes	0	abstain	Memory-suggested id verified as unrelated cosmology paper; do not cite near proxy tuning.	5
Wrong-ID-2307.09228	(recalled proxy-tuning id, actually tau-decay physics)	M.K. Volkov et al.	2023	hep-ph preprint	2307.09228	—	—	—	—	paper (unrelated)	Recalled proxy-tuning id is unrelated tau-decay physics.	refutes	0	abstain	Memory-suggested id verified as unrelated particle-physics paper; do not cite near proxy tuning.	5
Proxy-Tuning-as-named	(unable to isolate a paper by this name)	—	—	—	—	—	—	—	—	—	No paper by this name found; use Emulated Fine-Tuning instead.	5	0	abstain	arXiv quoted searches for proxy tuning / tuning by proxy did not surface a matching LM paper; admitted Emulated Fine-Tuning (2310.12962) as the verified proxy-arithmetic referent instead.	5
API-Bench (Gorilla)	APIBench component of Gorilla	Patil et al.	2023		part of 2305.15334	https://github.com/ShishirPatil/gorilla					HF/TorchHub/TensorHub API-call accuracy eval with retriever ablations.		0	abstain	Screened via Gorilla paper; no standalone record opened. Covered by admitted Gorilla row.	10
ASI-WALT	Agent Skill Induction / WALT (skill methods cited by WebXSkill)		2026										0	abstain	Known only via WebXSkill Table-1 citations (Wang et al. 2025b; Prabhu et al. 2026); no arXiv id verified, pages not opened. Follow-up candidates.	8
AgentKVShift	AgentKVShift: Efficient KV Cache Reuse for Agentic Memory Systems	unknown	2026	arXiv preprint	2607.21604					unknown	KV-cache reuse hit from Memori search; caching lane, out of scope here.		0	abstain	Title verified on abs page during id triage; lane 6 territory, recorded only.	2
HippoRAG2-id	Assumed HippoRAG 2 arXiv id 2505.03234	—	2025	(mistaken id)	2505.03234					unknown	Abs page resolves to an unrelated clinical-trials paper; no separate HippoRAG 2 paper verified.	2	0	abstain	Abs page opened; id rejected. Continual-learning coverage carried by admitted 2502.14802 from the same team.	2
ESceme	ESceme: Vision-and-Language Navigation with Episodic Scene Memory	unknown	2023	arXiv preprint	2303.01032					unknown	Navigation paper hit from Learn-to-Memorize search; episodic only in the navigation sense.		0	abstain	Abs page opened during id triage; irrelevant.	2
MemoryAgentBench	Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions	Hu, Wang, McAuley	2025		2507.05257 (seen in excerpts only)						Four-competency memory-agent benchmark (retrieval, test-time learning, long-range, forgetting).		0	abstain	Abs page never opened; seen only in search excerpts.	10
wrong-id-guard	Generalised ultracategories (id 2507.07922, near-miss of MIRIX id)	Ali Hamad	2025	n/a	2507.07922					unknown	Category-theory paper one digit off the MIRIX id; recorded as a guard against id confusion.		0	abstain	Abs page opened; irrelevant. Documents why ids are verified digit-by-digit in this lane.	2
HammerBench	HammerBench: Fine-Grained Function-Calling Evaluation in Real Mobile Device Scenarios	unknown	2024		2412.16516 (seen in excerpts only)						Multi-turn function-calling eval for mobile scenarios.		0	abstain	Abs page never opened; seen only in search excerpts.	10
IDP-AutoOpt	IDP AutoOpt: Agent-Driven Optimization of Document Processing Pipeline Configurations	David Kaleko et al.	2026	arXiv preprint	2607.26075					unknown	Closed-loop tuning of document-processing schemas and prompts	1	0	abstain	Abs opened; document-processing config tuning, out of lane scope	9
near-miss-2007.12375	Impact of Medical Data Imprecision on Learning Results (NOT attentive KT)		2020		2007.12375								0	abstain	Abs page opened: assumed AKT id resolves to an unrelated medical-data paper. AKT (Ghosh et al., KDD 2020) has no verified arXiv id; guard row.	8
Mem0	Mem0: Building production-ready AI agents with scalable long-term memory	unknown	2025		2504.19413 (seen in excerpts only)						Modular memory system; strongest baseline beaten by Memory-R1.		0	abstain	Lane 2 territory; seen only as a baseline inside Memory-R1 excerpts.	10
MemoryBench	MemoryBench: A Benchmark for Memory and Continual Learning in LLM Systems	unknown	2025		2510.17281 (seen in excerpts only)						LLMsys continual-learning benchmark with user-feedback logs; distinct from MemBench.		0	abstain	Abs page never opened; seen only in search excerpts. Name collision with MemBench noted.	10
wrong-id-2310.10495	Metric Ensembles For Hallucination Detection (NOT ExpeL)		2023		2310.10495								0	abstain	Abs page opened: recalled ExpeL id resolves to an unrelated hallucination-detection paper. Guard row against id confusion; true ExpeL is 2308.10144.	8
2402.14738-mismatch	NOT CodeS: Signals of Detailed Balance Violation in Nonequilibrium Stationary States	R. K. P. Zia	2024	arXiv preprint	2402.14738					yes	Recalled CodeS id resolves to a physics paper	1	0	abstain	Abs page opened: id does not match the expected text-to-SQL paper; CodeS/DIN-SQL not located via search	9
MemBench-name	No memory-harness benchmark under the name MemBench found	—	—	n/a						unknown	Closest verified artefacts are AgentMemBench (2608.00009) and LongMemEval; DiceDB membench is an in-memory-DB benchmark, unrelated.		0	abstain	Screened via GitHub search; nothing matching the brief's MemBench seed exists as a memory-harness benchmark. Treated as naming gap, not a refutation.	2
OPT-BENCH	OPT-BENCH: Evaluating Iterative Self-Optimization of LLM Agents	unknown	2026	arXiv preprint	2605.08904					unknown	Self-optimization benchmark hit from RuleMem search; no memory-store content.		0	abstain	Abs page opened during id triage; irrelevant to ingest routing.	2
wrong-id-2405.15283	Optical study of charge dynamics in topological insulators (NOT Agent Workflow Memory)		2025		2405.15283								0	abstain	Abs page opened: recalled AWM id resolves to a condensed-matter physics paper. Guard row; true AWM is 2409.07429.	8
Profile-Graph-Memory	Profile-Graph Memory: Implicit Cross-Entity Traversal	unknown	2026	arXiv preprint	2607.19359					unknown	Narrative-profile graph hit from Memori search; recall-side traversal, out of ingest scope.	2	0	abstain	Title verified on abs page during id triage; recall-side, left to lane 3.	2,9
R1-Searcher++ (Smart-Searcher)	R1-Searcher++: Incentivizing the Dynamic Knowledge Acquisition of LLMs via Reinforcement Learning	Song et al.	2025		2505.17005 (seen in excerpts only)						Incremental follow-up adding SFT cold start and internal-knowledge rewards.		0	abstain	Abs page never opened; seen only in search excerpts.	10
NexusRaven-wrong-id	Recalled arXiv id 2311.05390 for NexusRaven	n/a	n/a	n/a	2311.05390 (WRONG)	n/a	n/a	n/a	n/a	n/a	2311.05390 is an exomoon astrophysics paper; NexusRaven has no arXiv paper (blog plus repos only).	1	0	abstain	Could not verify recalled id; NexusRaven admitted as repo artefact instead. Do not cite 2311.05390.	1
APIGen-wrong-id	Recalled arXiv id 2406.03600 for APIGen	n/a	n/a	n/a	2406.03600 (WRONG)	n/a	n/a	n/a	n/a	n/a	2406.03600 is a legal-LLM paper, not APIGen; correct id 2406.18518 found via web search and verified.	1	0	abstain	Could not verify recalled id; corrected and admitted under true id. Do not cite 2406.03600 for APIGen.	1
TinyAgent-wrong-id	Recalled arXiv id 2409.13324 for TinyAgent	n/a	n/a	n/a	2409.13324 (WRONG)	n/a	n/a	n/a	n/a	n/a	2409.13324 is a supergravity black-hole paper, not TinyAgent; correct id 2409.00608 found via repo README citation and verified.	1	0	abstain	Could not verify recalled id; corrected and admitted under true id. Do not cite 2409.13324 for TinyAgent.	1
SARATHI	SARATHI: Efficient LLM Inference by Piggybacking Decodes with Chunked Prefills	Agrawal et al.	2023		2308.16369 (seen in excerpts only)						Predecessor introducing chunked-prefills and decode-maximal batching.		0	abstain	Abs page never opened; superseded by admitted Sarathi-Serve.	10
sqlmesh-lookup	SQLMesh data-pipeline tool (lookup attempt)					https://github.com/TobikoData/sqlmesh	unverified	unverified	unverified	yes	Data-pipeline ENTkWrite; lookup attempted for typed-schema comparison	1	0	abstain	GitHub API rate-limited before verification; data-pipeline tool tangential to agent fact vault	9
Reasoning-era-survey	Towards Reasoning Era: A Survey of Long Chain-of-Thought	(not recorded; not opened)	2025	arXiv preprint	arXiv:2503.09567	none verified				survey	Secondary aggregation	3	0	abstain	Survey; not opened, no admitted claim	4
WebAgent-R1	Training Web Agents via End-to-End Multi-Turn Reinforcement Learning	unknown	2025		2505.16421 (seen in excerpts only)						Multi-turn web-agent RL cited by Memory-R1.		0	abstain	Abs page never opened.	10
mem-alpha-kit	memory-alpha-kit (OpenClaw portable memory kit)	ApeironOne	2026	n/a (software)		https://github.com/ApeironOne/memory-alpha-kit	0	2026-03-17	unknown	yes	Unrelated OpenClaw sidecar matching the mem-alpha keyword search; not the brief's Mem-alpha.		0	abstain	Search-snippet screening only; recorded to prevent confusion with admitted Mem-α (2509.25911).	2
1808.09602	unverified (title not fetched)		2018	unknown (not opened)	1808.09602					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2503.18596	unverified (title not fetched)		2025	unknown (not opened)	2503.18596					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2503.19988	unverified (title not fetched)		2025	unknown (not opened)	2503.19988					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2505.18122	unverified (title not fetched)		2025	unknown (not opened)	2505.18122					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2506.07423	unverified (title not fetched)		2025	unknown (not opened)	2506.07423					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2506.18951	unverified (title not fetched)		2025	unknown (not opened)	2506.18951					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2507.02529	unverified (title not fetched)		2025	unknown (not opened)	2507.02529					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2507.17896	unverified (title not fetched)		2025	unknown (not opened)	2507.17896					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2507.22478	unverified (title not fetched)		2025	unknown (not opened)	2507.22478					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2508.04623	unverified (title not fetched)		2025	unknown (not opened)	2508.04623					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2509.00581	unverified (title not fetched)		2025	unknown (not opened)	2509.00581					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2509.01055	unverified (title not fetched)		2025	unknown (not opened)	2509.01055					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2509.01308	unverified (title not fetched)		2025	unknown (not opened)	2509.01308					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2509.05899	unverified (title not fetched)		2025	unknown (not opened)	2509.05899					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2509.23338	unverified (title not fetched)		2025	unknown (not opened)	2509.23338					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2510.07642	unverified (title not fetched)		2025	unknown (not opened)	2510.07642					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2510.08958	unverified (title not fetched)		2025	unknown (not opened)	2510.08958					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2510.10661	unverified (title not fetched)		2025	unknown (not opened)	2510.10661					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2510.13853	unverified (title not fetched)		2025	unknown (not opened)	2510.13853					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2510.26495	unverified (title not fetched)		2025	unknown (not opened)	2510.26495					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.00805	unverified (title not fetched)		2025	unknown (not opened)	2511.00805					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.01008	unverified (title not fetched)		2025	unknown (not opened)	2511.01008					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.04153	unverified (title not fetched)		2025	unknown (not opened)	2511.04153					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.10192	unverified (title not fetched)		2025	unknown (not opened)	2511.10192					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.13590	unverified (title not fetched)		2025	unknown (not opened)	2511.13590					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2511.13907	unverified (title not fetched)		2025	unknown (not opened)	2511.13907					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2512.22250	unverified (title not fetched)		2025	unknown (not opened)	2512.22250					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2601.03785	unverified (title not fetched)		2026	unknown (not opened)	2601.03785					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2601.05451	unverified (title not fetched)		2026	unknown (not opened)	2601.05451					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2601.08778	unverified (title not fetched)		2026	unknown (not opened)	2601.08778					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2601.09876	unverified (title not fetched)		2026	unknown (not opened)	2601.09876					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2601.17942	unverified (title not fetched)		2026	unknown (not opened)	2601.17942					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2602.05385	unverified (title not fetched)		2026	unknown (not opened)	2602.05385					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2602.11745	unverified (title not fetched)		2026	unknown (not opened)	2602.11745					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2602.12064	unverified (title not fetched)		2026	unknown (not opened)	2602.12064					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2602.13530	unverified (title not fetched)		2026	unknown (not opened)	2602.13530					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2602.16720	unverified (title not fetched)		2026	unknown (not opened)	2602.16720					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2603.04740	unverified (title not fetched)		2026	unknown (not opened)	2603.04740					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2603.05996	unverified (title not fetched)		2026	unknown (not opened)	2603.05996					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2603.13390	unverified (title not fetched)		2026	unknown (not opened)	2603.13390					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2603.20004	unverified (title not fetched)		2026	unknown (not opened)	2603.20004					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.04853	unverified (title not fetched)		2026	unknown (not opened)	2604.04853					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.07041	unverified (title not fetched)		2026	unknown (not opened)	2604.07041					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.13686	unverified (title not fetched)		2026	unknown (not opened)	2604.13686					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.16511	unverified (title not fetched)		2026	unknown (not opened)	2604.16511					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.19795	unverified (title not fetched)		2026	unknown (not opened)	2604.19795					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2604.21284	unverified (title not fetched)		2026	unknown (not opened)	2604.21284					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.02815	unverified (title not fetched)		2026	unknown (not opened)	2605.02815					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.03354	unverified (title not fetched)		2026	unknown (not opened)	2605.03354					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.03720	unverified (title not fetched)		2026	unknown (not opened)	2605.03720					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.04897	unverified (title not fetched)		2026	unknown (not opened)	2605.04897					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.07313	unverified (title not fetched)		2026	unknown (not opened)	2605.07313					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.09863	unverified (title not fetched)		2026	unknown (not opened)	2605.09863					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.27785	unverified (title not fetched)		2026	unknown (not opened)	2605.27785					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.28969	unverified (title not fetched)		2026	unknown (not opened)	2605.28969					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.29670	unverified (title not fetched)		2026	unknown (not opened)	2605.29670					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2605.30538	unverified (title not fetched)		2026	unknown (not opened)	2605.30538					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.01338	unverified (title not fetched)		2026	unknown (not opened)	2606.01338					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.02109	unverified (title not fetched)		2026	unknown (not opened)	2606.02109					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.03145	unverified (title not fetched)		2026	unknown (not opened)	2606.03145					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.03363	unverified (title not fetched)		2026	unknown (not opened)	2606.03363					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.03463	unverified (title not fetched)		2026	unknown (not opened)	2606.03463					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.05906	unverified (title not fetched)		2026	unknown (not opened)	2606.05906					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.06054	unverified (title not fetched)		2026	unknown (not opened)	2606.06054					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.08018	unverified (title not fetched)		2026	unknown (not opened)	2606.08018					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.08245	unverified (title not fetched)		2026	unknown (not opened)	2606.08245					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.13174	unverified (title not fetched)		2026	unknown (not opened)	2606.13174					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.14201	unverified (title not fetched)		2026	unknown (not opened)	2606.14201					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.15598	unverified (title not fetched)		2026	unknown (not opened)	2606.15598					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.18108	unverified (title not fetched)		2026	unknown (not opened)	2606.18108					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.26511	unverified (title not fetched)		2026	unknown (not opened)	2606.26511					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.28327	unverified (title not fetched)		2026	unknown (not opened)	2606.28327					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.28601	unverified (title not fetched)		2026	unknown (not opened)	2606.28601					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.29733	unverified (title not fetched)		2026	unknown (not opened)	2606.29733					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.30133	unverified (title not fetched)		2026	unknown (not opened)	2606.30133					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2606.30851	unverified (title not fetched)		2026	unknown (not opened)	2606.30851					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.03991	unverified (title not fetched)		2026	unknown (not opened)	2607.03991					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.05577	unverified (title not fetched)		2026	unknown (not opened)	2607.05577					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.06799	unverified (title not fetched)		2026	unknown (not opened)	2607.06799					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.13311	unverified (title not fetched)		2026	unknown (not opened)	2607.13311					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.20489	unverified (title not fetched)		2026	unknown (not opened)	2607.20489					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.22622	unverified (title not fetched)		2026	unknown (not opened)	2607.22622					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.22624	unverified (title not fetched)		2026	unknown (not opened)	2607.22624					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2607.23340	unverified (title not fetched)		2026	unknown (not opened)	2607.23340					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.00017	unverified (title not fetched)		2026	unknown (not opened)	2608.00017					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.00485	unverified (title not fetched)		2026	unknown (not opened)	2608.00485					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
2608.00693	unverified (title not fetched)		2026	unknown (not opened)	2608.00693					unknown	Ranked below cutoff at id/title-screen stage; not opened	1	0	abstain	Not opened; secondary screening only, no claim made	9
