name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
RL-vs-SFT-circuits	Mechanistic origins of catastrophic forgetting: why RL preserves circuits better than SFT?	Jeanmely Rojas Nunez; Viraj Sawant; Nathan Allen; Nomgondalai Amgalanbaatar; Yannis Zongo; Vasu Sharma; Maheep Chaudhary	2026	arXiv preprint	2605.28860	https://github.com/rl-sft-circuit-research/differential-circuit-vulnerability			unknown	training code released	Head-level circuit analysis on Qwen2.5-3B: SFT adapts faster but disrupts circuits; RL preserves base circuit	3	2	admit	Abs page + PDF opened; small-scale mechanistic evidence relevant to Proof-as-reward (lane 4 boundary)	3
MemGPT	MemGPT: Towards LLMs as Operating Systems	Charles Packer; Sarah Wooders; Kevin Lin; Vivian Fang; Shishir G. Patil; Ion Stoica; Joseph E. Gonzalez	2023	preprint	2310.08560	https://github.com/letta-ai/letta (successor of cpacker/MemGPT)	24714	2026-09-10	Apache-2.0	code released (repo continued as Letta)	OS-style virtual context management: hierarchical memory with function-call paging and heartbeat chaining.	6	2	admit	Verified at arXiv abs page and GitHub API (successor repo); architectural precedent for self-directed payload management, not a trained composer.	9
MiLoRA	MiLoRA: Harnessing Minor Singular Components for Parameter-Efficient LLM Finetuning	Hanqing Wang, Yixia Li, Shuo Wang, Guanhua Chen, Yun Chen	2024	NAACL 2025	2406.09044	https://github.com/sufenlp/MiLoRA (top API hit; officiality unconfirmed)	23	2025-05-31T00:58:31Z	no license declared	code (officiality unconfirmed)	Updates only minor singular components, freezes principal ones; init orthogonal to principal subspace; wins on commonsense/math/instruction/VL.	5	2	admit	Abs page opened; frozen-principal design is the mirror image of PiSSA.	5
Nemotron-CC	Nemotron-CC: Transforming Common Crawl into a Refined Long-Horizon Pretraining Dataset	Dan Su, Kezhi Kong, Ying Lin, Joseph Jennings, Brandon Norick, Markus Kliegl, Mostofa Patwary, Mohammad Shoeybi, Bryan Catanzaro (et al.)	2024	ACL 2025 (OpenAlex DOI 10.18653/v1/2025.acl-long.123)	2412.02595	none verified (code)	unverified	unverified	unverified	Data: HF nvidia/Nemotron-CC-v2 (+Math, +Code)	Classifier ensembling + synthetic rephrasing keep 6.3T tokens for 15T-horizon training; +5.6 MMLU over DCLM at 8B/1T.	2	2	admit	Verified at arxiv.org/abs/2412.02595; PDF downloaded and text-checked; venue via fetched OpenAlex record.	2
BERT-anisotropy	On the Sentence Embeddings from Pre-trained Language Models	Bohan Li; Hao Zhou; Junxian He; Mingxuan Wang; Yiming Yang; Lei Li	2020	arXiv preprint	2011.05864				unknown	unknown	Untuned contextual embeddings live in an anisotropic cone; flow-based isotropy transform restores STS	3	2	admit	Abs page + PDF opened; mechanism behind our untrained-decoder-state failure	3
O-LoRA	Orthogonal Subspace Learning for Language Model Continual Learning (O-LoRA)	Xiao Wang, Tianze Chen, Qiming Ge, Han Xia, Rong Bao, Rui Zheng, Qi Zhang, Tao Gui, Xuanjing Huang	2023	EMNLP 2023 Findings	2310.14152	https://github.com/cmnfriend/O-LoRA	213	2024-07-13T04:49:26Z	MIT	code+data	Sequential tasks in mutually orthogonal LoRA subspaces without replay; +24% over LFPT5; preserves unseen-task generalization.	3	2	admit	Abs + ACL Anthology excerpts opened; initial recalled id 2306.08156 wrong, corrected via search.	5
EWC	Overcoming catastrophic forgetting in neural networks	James Kirkpatrick; Razvan Pascanu; Neil Rabinowitz; Joel Veness; Guillaume Desjardins; Andrei A. Rusu; Kieran Milan; John Quan; Tiago Ramalho; Agnieszka Grabska-Barwinska; Demis Hassabis; Claudia Clopath; Dharshan Kumaran; Raia Hadsell	2016	PNAS	1612.00796				unknown	no	Fisher-weighted anchor to old-task weights enables sequential task learning	3	2	admit	Abs page + PDF opened; foundational anchor regulariser cited by retrieval-forgetting work	3
Tricks-or-Traps	PART I: TRICKS OR TRAPS? A DEEP DIVE INTO RL FOR LLM REASONING	Liu, Zihe; Liu, Jiashun; He, Yancheng; Wang, Weixun; Liu, Jiaheng; Pan, Ling et al.	2025	arXiv preprint (venue not verified)	2508.08221					unknown	systematic reproduction of RL-for-reasoning techniques in one framework with selection guidelines; vanilla-PPO-loss minimalist combo beats GRPO/DAPO	4	2	admit	verified via arXiv abs page and downloaded PDF; practitioner guide for technique selection	4
PIVOINE	PIVOINE: Instruction Tuning for Open-world Entity Profiling	Keming Lu, Xiaoman Pan, Kaiqiang Song, Hongming Zhang, Dong Yu, Jianshu Chen	2023	Findings of EMNLP 2023	10.18653/v1/2023.findings-emnlp.1009			unknown	unknown	unknown	Instruction tuning for open-world entity profiling (open-world IE sub-task)	1	2	admit	No arXiv id located; verified at ACL anthology page 2026-09-12	6
PiSSA	PiSSA: Principal Singular Values and Singular Vectors Adaptation of Large Language Models	Fanxu Meng, Zhaohui Wang, Muhan Zhang	2024	NeurIPS 2024	2404.02948	https://github.com/MuLabPKU/PiSSA	430	2025-06-30T04:04:33Z	none declared	code	Init A/B from principal SVD components, freeze residual; faster convergence than LoRA across 184M-70B; QPiSSA beats QLoRA 4-bit.	5	2	admit	Abs + NeurIPS proceedings excerpts opened; repo found via API search (moved from GraphPKU).	5
QA-LoRA	QA-LoRA: Quantization-Aware Low-Rank Adaptation of Large Language Models	Yuhui Xu, Lingxi Xie, Xiaotao Gu, Xin Chen, Heng Chang, Hengheng Zhang, Zhengsu Chen, Xiaopeng Zhang, Qi Tian	2023	ICLR 2024	2309.14717	https://github.com/yuhuixu1993/qa-lora	146	2024-03-13T09:30:53Z	MIT	code	Group-wise quant + adaptation balances degrees of freedom; INT4 fine-tune merges back losslessly, beats QLoRA at 2-4 bit.	4	2	admit	Abs + ICLR poster excerpts opened; initial recalled id 2309.14739 wrong, corrected via search.	5
QMSum	QMSum: A New Benchmark for Query-based Multi-domain Meeting Summarization	Ming Zhong; Da Yin; Tao Yu; Ahmad Zaidi; Mutethia Mutuma; Rahul Jha; Ahmed Hassan Awadallah; Asli Celikyilmaz; Yang Liu; Xipeng Qiu; Dragomir Radev	2021	NAACL 2021	2104.05938	https://github.com/Yale-LILY/QMSum	155	2023-08-29	MIT	dataset released	1808 query-summary pairs over 232 meetings in 3 domains; locate-then-summarize baseline; cross-domain generalization fails.	6	2	admit	Verified at arXiv abs page, repo README, and GitHub API; query-focused summarization eval precedent, but meeting domain and no consumer-quality linkage.	9
R1-RE	R1-RE: Cross-Domain Relation Extraction with RLVR	Runpeng Dai, Tong Zheng, Run Yang, Kaixian Yu, Hongtu Zhu	2025	preprint	2507.04642			unknown	unknown	unknown	RL with verifiable rewards for cross-domain relation extraction	1	2	admit	Verified at arxiv.org/abs/2507.04642 2026-09-12; full text not read	6
REBEL	REBEL: Relation Extraction By End-to-end Language generation	Pere-Lluis Huguet Cabot, Roberto Navigli	2021	Findings of EMNLP 2021	10.18653/v1/2021.findings-emnlp.204	https://github.com/Babelscape/rebel	576	2023-11-09	none stated (repo); CC-BY-NC-SA-4.0 (HF checkpoint)	yes (code + BART-based rebel-large on HF)	Seq2seq triplet linearization on BART for 200+ relation types; SOTA on RE/RC benchmarks after few-epoch fine-tunes	1	2	admit	No arXiv version exists; verified at ACL anthology page, GitHub API, HF API 2026-09-12	6
REDFM	REDFM: a Filtered and Multilingual Relation Extraction Dataset	Pere-Lluis Huguet Cabot, Simone Tedeschi, Axel-Cyrille Ngonga Ngomo, Roberto Navigli	2023	ACL 2023	2306.09802	https://github.com/babelscape/rebel	576	2023-11-09	none stated (repo)	yes (silver+gold multilingual data + mREBEL checkpoints, per paper)	NLI-filtered silver RE data with Triplet Critic; mREBEL extracts typed triplets in 7 languages	2	2	admit	Verified at arxiv html full text and arxiv abs page 2026-09-12	6
RLVR-Implicit	REINFORCEMENT LEARNING WITH VERIFIABLE REWARDS IMPLICITLY INCENTIVIZES CORRECT REASONING IN BASE LLMS	Wen, Xumeng; Liu, Zihan; Zheng, Shun; Ye, Shengyu; Wu, Zhirong; Wang, Yang et al.	2025	arXiv preprint (venue not verified)	2506.14245					unknown	answer-only verifiable rewards still extend the reasoning boundary (CoT-Pass@K) rather than merely sharpening sampling	4	2	admit	verified via arXiv abs page and downloaded PDF; counterweight to RL-in-Name-Only	4
ReMax	REMAX: A SIMPLE, EFFECTIVE, AND EFFICIENT REINFORCEMENT LEARNING METHOD FOR ALIGNING LARGE LANGUAGE MODELS	Li, Ziniu; Xu, Tian; Zhang, Yushun; Lin, Zhihang; Yu, Yang; Sun, Ruoyu et al.	2023	arXiv preprint (venue not verified)	2310.10505					unknown	greedy-baseline REINFORCE with no value model; removes 4-plus PPO hyperparameters; about 46 percent less GPU memory than PPO at 7B	4	2	admit	verified via arXiv abs page and downloaded PDF; memory-light RL alternative	4
ReAct	ReAct: Synergizing Reasoning and Acting in Language Models	Yao et al.	2022	arXiv preprint	2210.03629	none found	—	—	—	no	Thought-action-observation prompting scaffold for harness tool loops	1	2	admit	Abs page opened and verified; admitted as the harness prompting baseline	1
ReLoRA	ReLoRA: High-Rank Training Through Low-Rank Updates	Vladislav Lialin, Namrata Shivagunde, Sherin Muckatira, Anna Rumshisky	2023	ICLR 2024	2307.05695	https://github.com/Guitaricet/relora	475	2024-04-21T20:09:58Z	Apache-2.0	code	Periodic merge-and-restart with jagged LR + partial optimizer reset turns sequential low-rank updates into high-rank training to 1.3B; needs full-rank warm start.	5	2	admit	Abs + HTML + ICLR excerpts opened; merge-restart is a capacity schedule relevant to joint training.	5
Reflexion	Reflexion: Language Agents with Verbal Reinforcement Learning	Noah Shinn; Federico Cassano; Edward Berman; Ashwin Gopinath; Karthik Narasimhan; Shunyu Yao	2023	NeurIPS 2023	2303.11366	https://github.com/noahshinn/reflexion	3264	2025-01-14	MIT	code+demos+logs released	Actor/Evaluator/Self-Reflection loop storing verbal feedback in a small episodic buffer; 91% HumanEval.	6	2	admit	Verified at arXiv abs page, repo README, and GitHub API; verbal-feedback loop precedent for Proof-feedback-to-Folio iteration, at prompting level only.	9
RegMix	RegMix: Data Mixture as Regression for Language Model Pre-training	Qian Liu, Xiaosen Zheng, Niklas Muennighoff, Guangtao Zeng, Longxu Dou, Tianyu Pang, Jing Jiang, Min Lin	2024	ICLR 2025 (per author repo description)	2407.01492	https://github.com/sail-sg/regmix	208	2025-02-17	MIT	Code released	Rank-invariance lets tiny proxies + LightGBM regression predict the best mix (Pile-CC, 1M-token proxies).	2	2	admit	Verified at arxiv.org/abs/2407.01492; PDF downloaded and text-checked.	2
Rephrasing the Web (WRAP)	Rephrasing the Web: A Recipe for Compute and Data-Efficient Language Modeling	Pratyush Maini, Skyler Seto, He Bai, David Grangier, Yizhe Zhang, Navdeep Jaitly	2024	ACL 2024 (OpenAlex DOI 10.18653/v1/2024.acl-long.757)	2401.16380	none verified	unverified	unverified	unverified	Method (WRAP) described in paper	Uses an instruction-tuned model to rephrase web docs (Wikipedia/QA styles) and trains jointly on real + synthetic.	2	2	admit	Verified at arxiv.org/abs/2401.16380; PDF downloaded and text-checked; venue via fetched OpenAlex record.	2
RAG	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	Lewis; Perez; Piktus; Petroni; Karpukhin; Goyal; Kuettler; Lewis; Yih; Rocktaschel; Riedel; Kiela	2020	NeurIPS 2020	2005.11401	n/a	n/a	n/a	n/a	paper only	RAG-Sequence and RAG-Token jointly fine-tune a DPR retriever with a BART generator treating documents as latents; index is hot-swappable.	3	2	admit	Abs page and PDF opened and verified; the base joint fine-tuning recipe all later RALM work builds on.	10
RAG-survey-Gao	Retrieval-Augmented Generation for Large Language Models: A Survey	Gao; Xiong; Gao; Jia; Pan; Bi; Dai; Sun; Wang; Wang	2023	arXiv preprint	2312.10997	n/a	n/a	n/a	n/a	paper only	Naive, Advanced and Modular RAG paradigms with pre-retrieval, post-retrieval and evaluation taxonomies.	6,3	2	admit	Abs page and PDF opened and verified; reference taxonomy for payload-assembly and evaluation components.	10
RexUIE	RexUIE: A Recursive Method with Explicit Schema Instructor for Universal Information Extraction	Chengyuan Liu, Fubang Zhao, Yangyang Kang, Jingyuan Zhang, Xiang Zhou, Changlong Sun, Kun Kuang, Fei Wu	2023	Findings of EMNLP 2023	2304.14770			unknown	unknown	unknown	Recursive token-linking queries extract n-ary schemas (quadruples/quintuples); 3M distant JERE pretrain	1	2	admit	Verified at arxiv html page and ACL anthology page 2026-09-12	6
SimPO	SIMPO: SIMPLE PREFERENCE OPTIMIZATION WITH A REFERENCE-FREE REWARD	Meng, Yu; Xia, Mengzhou; Chen, Danqi	2024	arXiv preprint (venue not verified)	2405.14734					unknown	average-logprob implicit reward removes the reference model from memory; margin objective	4	2	admit	verified via arXiv abs page and downloaded PDF; reference-free preference opt for 16 GB	4
RIPOR	Scalable and Effective Generative Information Retrieval	Zeng; Luo; Jin; Sarwar; Wei; Zamani	2023	arXiv preprint	2311.09134	n/a	n/a	n/a	n/a	paper only	Prefix-oriented ranking optimization plus multi-stage distillation makes GR work on large standard benchmarks (MS MARCO, NQ) for the first time.	3	2	admit	Abs page and PDF opened and verified; ranking-aware GR loss design relevant to a joint contrastive-plus-emission objective.	10
Seal-Tools	Seal-Tools: Self-Instruct Tool Learning Dataset for Agent Tuning and Detailed Benchmark	Wu et al.	2024	NLPCC 2024	2405.08355	https://github.com/fairyshine/Seal-Tools	57	2024-11-05	Apache-2.0	yes: 4k tools + 14k instances	Self-instruct tool/instance generation with nested calls; Tool/Param F1 eval	1	2	admit	Abs page opened and verified; repo stats via GitHub API	1
SemDeDup	SemDeDup: Data-efficient learning at web-scale through semantic deduplication	Amro Abbas, Kushal Tirumala, Daniel Simig, Surya Ganguli, Ari S. Morcos	2023	arXiv preprint (venue unverified)	2303.09540	https://github.com/facebookresearch/SemDeDup	158	2023-10-01	NOASSERTION	Code released	K-means on embeddings + intra-cluster pruning keeps ~50% of data at parity (OPT experiments).	2	2	admit	Verified at arxiv.org/abs/2303.09540; PDF downloaded and text-checked.	2
SimCSE	SimCSE: Simple Contrastive Learning of Sentence Embeddings	Tianyu Gao; Xingcheng Yao; Danqi Chen	2021	arXiv preprint	2104.08821	https://github.com/princeton-nlp/SimCSE	3652	2024-10-16	MIT	training code released	Dropout-noise unsupervised contrastive plus NLI entailment/contradiction supervised contrastive recipe	3	2	admit	Abs page + PDF opened; repo verified via API; baseline contrastive recipe our spike-004 LoRA resembles	3
FineWeb	The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale	Guilherme Penedo, Hynek Kydlicek, Loubna Ben Allal, Anton Lozhkov, Margaret Mitchell, Colin Raffel, Leandro Von Werra, Thomas Wolf (et al.)	2024	arXiv preprint (venue unverified)	2406.17557	https://github.com/huggingface/datatrove (pipeline tooling used by the paper)	3328	2026-08-13	Apache-2.0	Data: HF HuggingFaceFW/fineweb (15T tokens, 96 CC snapshots)	Fully documented dedup/filter pipeline (MinHash, C4-style rules, classifiers) with ablations.	2	2	admit	Verified at arxiv.org/abs/2406.17557; PDF downloaded and text-checked.	2
ToolAlpaca	ToolAlpaca: Generalized Tool Learning for Language Models with 3000 Simulated Cases	Tang et al.	2023	arXiv preprint	2306.05301	none verified	—	—	—	yes: 3.9k simulated instances (reported in paper)	3000-case simulated tool-use SFT showing compact-model gains	1	2	admit	Abs page opened and verified; admitted as small-data SFT precedent	1
Toolformer	Toolformer: Language Models Can Teach Themselves to Use Tools	Schick et al.	2023	arXiv preprint	2302.04761	none found	—	—	—	no: no official release	Self-supervised API-call insertion via execution-filtered sampling	1	2	admit	Abs page opened and verified; admitted for the execution-filter data recipe	1
SAPO	Training Prompt Matters: State-Adaptive Optimization for Robust Fine-Tuning	Wenhang Shi; Yiren Chen; Shuqing Bian; Zhe Zhao; Jinhao Dong; Jiaheng Hu; Pengfei Hu; Wei Lu; Xiaoyong Du	2026	arXiv preprint	2606.01967				unknown	training code released	Paraphrased training prompts match in-task but differ sharply in forgetting; SAPO selects prompts by pre-learning loss	3	2	admit	Abs page + PDF opened; qualifies our prompt-insensitivity finding (inference-side) with a training-side effect	3
Ultron	Ultron: An Ultimate Retriever on Corpus with a Model-based Indexer	Zhou; Yao; Dou; Wu; Zhang; Wen	2022	arXiv preprint	2208.09257	https://github.com/smallporridge/WebUltron (README cites Ultron abs id and calls itself its official repo; also hosts WebUltron follow-up)	12	2023-03-21T15:19:33Z	MIT	code (repo, with caveat above)	Semantically rich URL-plus-title-plus-title docids with a three-stage (general, search-oriented, supervised) training workflow; beats DSI-style baselines on MS MARCO and NQ.	3	2	admit	Abs page, PDF and repo page opened and verified; semantic docids plus staged training are a second independent GR recipe next to NCI/CorpusBrain.	10
UIE	Unified Structure Generation for Universal Information Extraction	Yaojie Lu, Qing Liu, Dai Dai, Xinyan Xiao, Hongyu Lin, Xianpei Han, Le Sun, Hua Wu	2022	ACL 2022	10.18653/v1/2022.acl-long.395			unknown	unknown	unknown	T5 text-to-structure with structural schema instructor and structured extraction language	1	2	admit	No arXiv id located; verified at ACL anthology page 2026-09-12	6
Unnatural Instructions	Unnatural Instructions: Tuning Language Models with (Almost) No Human Labor	Or Honovich, Thomas Scialom, Omer Levy, Timo Schick	2022	arXiv preprint (venue unverified)	2212.09689	https://github.com/orhonovich/unnatural-instructions	181	2023-02-23	MIT	Dataset released per paper	Expands 15 seed instructions to ~64K examples by paraphrase; core of the minimal-diversity recipe.	2	2	admit	Verified at arxiv.org/abs/2212.09689; PDF downloaded and text-checked.	2
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Izacard; Caron; Hosseini; Riedel; Bojanowski; Joulin; Grave	2021	TMLR 2022 (arXiv Dec 2021)	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07T10:14:11Z	NOASSERTION (no machine-readable license)	code plus models (repo)	MoCo-style contrastive pre-training with cropping-based positives yields an unsupervised dense retriever competitive with BM25 and a strong Atlas/Self-RAG starting point.	3	2	admit	Abs page, PDF, OpenReview/TMLR record and repo verified; unsupervised retriever recipe needing no labeled pairs.	10
VeRA	VeRA: Vector-based Random Matrix Adaptation	Dawid J. Kopiczko, Tijmen Blankevoort, Yuki M. Asano	2023	ICLR 2024 (per abs comments)	2310.11454	unverified (paper site URL redacted; supported in HF peft docs, verified)	unverified	unverified	unverified	code (via HF peft)	Frozen shared random A/B across layers, trains only scaling vectors; 10x fewer params than LoRA at same GLUE/E2E quality.	5	2	admit	Abs page excerpt + HF peft docs opened; minimal-capacity anchor for lower-capacity arm.	5
Voyager	Voyager: An Open-Ended Embodied Agent with Large Language Models	Guanzhi Wang; Yuqi Xie; Yunfan Jiang; Ajay Mandlekar; Chaowei Xiao; Yuke Zhu; Linxi Fan; Anima Anandkumar	2023	preprint	2305.16291	https://github.com/MineDojo/Voyager	7193	2024-04-03	MIT	code released	Ever-growing library of model-written code skills indexed by description embedding with iterative self-verification.	6	2	admit	Verified at arXiv abs page, project page, and GitHub API; precedent for Folio-style model-written reusable procedures, though unvalidated for retrieval payloads.	9
DEITA (What Makes Good Data)	What Makes Good Data for Alignment? A Comprehensive Study of Automatic Data Selection in Instruction Tuning (DEITA)	Wei Liu, Weihao Zeng, Keqing He, Yong Jiang, Junxian He	2023	arXiv preprint (venue unverified)	2312.15685	https://github.com/hkust-nlp/deita (linked in paper footnote)	602	2024-12-09	Apache-2.0	Code + selected subsets per paper	Scores complexity/quality/diversity (Evol-Complexity/Evol-Quality + embeddings) and selects small high-performing subsets.	2	2	admit	Verified at arxiv.org/abs/2312.15685; PDF downloaded and text-checked; repo URL confirmed in paper text.	2
WizardCoder	WizardCoder: Empowering Code Large Language Models with Evol-Instruct	Ziyang Luo, Can Xu, Pu Zhao, Qingfeng Sun, Xiubo Geng, Wenxiang Hu, Chongyang Tao, Jing Ma, Qingwei Lin, Daxin Jiang	2023	arXiv preprint (venue unverified)	2306.08568	https://github.com/nlpxucan/WizardLM (shared with WizardLM)	9482	2025-06-07	None (no license file)	Model + evolved code-instruction data per paper	Evol-Instruct applied to a narrow task (code) on a StarCoder base.	2	2	admit	Verified at arxiv.org/abs/2306.08568; PDF downloaded and text-checked.	2
X-LoRA	X-LoRA: Mixture of Low-Rank Adapter Experts, a Flexible Framework for Large Language Models with Applications in Protein Mechanics and Molecular Design	Eric L. Buehler; Markus J. Buehler	2024	arXiv preprint	2402.07148	https://github.com/EricLBuehler/xlora	285	2024-08-04	Apache-2.0	training code released	Token-level deep layer-wise mixing of frozen pretrained adapters with a hidden-state gate	3	2	admit	Abs page + PDF opened; repo verified via API; inference-time composition without retraining	3
YAYI-UIE	YAYI-UIE: A Chat-Enhanced Instruction Tuning Framework for Universal Information Extraction	Xinglin Xiao, Yijie Wang, Nan Xu, Yuqi Wang, Hanxuan Yang, Minzheng Wang, Yin Luo, Lei Wang, Wenji Mao, Daniel Zeng	2023	preprint	2312.15548			unknown	unknown	unknown	Two-step chat-then-IE instruction tuning; largest Chinese IE instruction benchmark; keeps English ability	1	2	admit	Verified at arxiv.org/abs/2312.15548 2026-09-12	6
Eider	Empowering Document-level Relation Extraction with Efficient Evidence Extraction and Inference-stage Fusion	Yiqing Xie, Jiaming Shen, Sha Li, Yuning Mao, Jiawei Han	2022	Findings of ACL 2022	2106.08657			unknown	unknown	unknown	Joint RE + lightweight evidence extractor with heuristic silver labels and inference-stage fusion	1	1	admit	Verified at arxiv.org/abs/2106.08657 excerpt 2026-09-12	6
MR-UIE	MR-UIE: Multi-Perspective Reasoning with Reinforcement Learning for Universal Information Extraction	Zhongqiu Li, Shiquan Wang, Ruiyu Fang, Mengjiao Bao, Zhenhe Wu, Shuangyong Song, Yongxiang Li, Zhongjiang He	2025	preprint	2509.09082			unknown	unknown	unknown	RL with multi-perspective reasoning for universal IE	1	1	admit	Verified at arxiv.org/abs/2509.09082 2026-09-12; full text not read	6
mGENRE	Multilingual Autoregressive Entity Linking	Nicola De Cao, Ledell Wu, Kashyap Popat, Mikel Artetxe, Naman Goyal, Mikhail Plekhanov, Luke Zettlemoyer, Nicola Cancedda, Sebastian Riedel, Fabio Petroni	2021	preprint (TACL 2022)	2103.12528			unknown	unknown	unknown	Multilingual GENRE resolving mentions in 100+ languages to a multilingual KB	1	1	admit	Verified at arxiv.org/abs/2103.12528 excerpt and MIT TACL page 2026-09-12	6
Smucker-SIGIR09	Agreement Among Statistical Significance Tests for Information Retrieval Evaluation at Varying Sample Sizes	Mark Smucker, James Allan, Ben Carterette	2009	SIGIR 2009	10.1145/1571941.1572050					no (author-hosted paper PDF only)	REFUTES small-corpus significance: randomization/t/bootstrap agree at 50 topics but disagree increasingly down to 10; bootstrap biased low; a 20-document rig cannot claim significant pairwise wins.	refutes	3	refute	Verified at UMass CIIR publication list (venue/year/pages) and author-hosted PDF (title text confirmed inside PDF).	8
G-Eval	G-Eval: NLG Evaluation using GPT-4 with Better Human Alignment	Yang Liu, Dan Iter, Yichong Xu, Shuohang Wang, Ruochen Xu, Chenguang Zhu	2023	EMNLP 2023	2303.16634	https://github.com/nlpyang/geval				yes: code per paper	REFUTES neutral-judge assumption: G-Eval-4 correlates 0.514 Spearman yet systematically scores GPT-3.5 summaries above human ones even when humans disagree; judge shares generator blind spots.	refutes	3	refute	Abs page and full PDF opened. Repo URL is as printed in paper; stars/push not recorded, left blank rather than invented.	8
MT-Bench-judge	Judging LLM-as-a-Judge with MT-Bench and Chatbot Arena	Lianmin Zheng et al.	2023	NeurIPS 2023 Datasets and Benchmarks	2306.05685	https://github.com/lm-sys/FastChat	39525	2026-05-01	Apache-2.0	yes: MT-bench questions, 3K expert votes, 30K arena conversations	REFUTES neutral-judge assumption: GPT-4 judge matches humans at 80pct+ only after position/verbosity/self-enhancement biases are mitigated; weak judges fail hardest on reasoning grading.	refutes	3	refute	Abs page and full PDF opened. Refutes the brief's implicit claim that a frontier model is a neutral scorer of payload quality.	8
AlpacaEval-LC	Length-Controlled AlpacaEval: A Simple Way to Debias Automatic Evaluators	Yann Dubois, Balazs Galambosi, Percy Liang, Tatsunori Hashimoto	2024	COLM 2024	2404.04475	https://github.com/tatsu-lab/alpaca_eval	2014	2025-08-09	Apache-2.0	yes: code, leaderboard	REFUTES raw-win-rate comparisons: length control lifts Chatbot Arena correlation 0.94 to 0.98; uncontrolled auto-annotators are gameable by verbosity.	refutes	3	refute	Abs page and full PDF opened; id-title match verified.	8
Sainz-contamination	NLP Evaluation in trouble: On the Need to Measure LLM Data Contamination for each Benchmark	Oscar Sainz, Jon Ander Campos, Iker Garcia-Ferrero, Julen Etxaniz, Oier Lopez de Lacalle, Eneko Agirre	2023	EMNLP 2023 Findings	2310.18018					no	REFUTES clean-public-held-out assumption: defines contamination levels, shows ChatGPT-era benchmarks (incl. CoNLL03) already compromised; every benchmark needs per-model contamination measurement.	refutes	3	refute	Abs page and full PDF opened; id-title match verified. Position paper, no released artefact.	8
RL-in-Name-Only	RL IN NAME ONLY? ANALYZING THE STRUCTURAL ASSUMPTIONS IN RL POST-TRAINING FOR LLMS	Samineni, Soumya Rani; Kalwar, Durgesh; Valmeekam, Karthik; Stechly, Kaya; Kambhampati, Subbarao	2025	arXiv preprint (venue not verified)	2505.13697					unknown	GRPO collapses to filtered iterative SFT under the paper's MDP assumptions; filtered SFT matches GRPO on GSM8K/Countdown	4	3	refute	verified via arXiv abs page and downloaded PDF; refutes claim that GRPO-style RL adds reasoning beyond filtered SFT	4
QLoRA	QLoRA: Efficient Finetuning of Quantized LLMs	Tim Dettmers, Artidoro Pagnoni, Ari Holtzman, Luke Zettlemoyer	2023	NeurIPS 2023 (see round-2 inventory)	2305.14314	see round-2 inventory	see round-2 inventory	see round-2 inventory	see round-2 inventory	see round-2 inventory	NF4 + paged optimizers; the quantized-LoRA baseline LoftQ/QA-LoRA/LQ-LoRA all compare against.	4	3	abstain	In round-1/round-2 inventories; not re-found per brief section 2.	5
LQ-LoRA	LQ-LoRA: Low-rank Plus Quantized Matrix Decomposition for Efficient Language Model Finetuning	Han Guo, Philip Greengard, Eric Xing, Yoon Kim	2023	ICLR 2024	2311.12023	https://github.com/HanGuo97/lq-lora	129	2024-01-22T03:24:39Z	MIT	code	Decomposes each matrix into fixed quantized + trainable low-rank parts with ILP bit-budget allocation; beats QLoRA near-equal bits down to ~2.75-bit.	4	2	abstain	Verified at abs/ICLR pages but omitted from admits as third quant-LoRA recipe after LoftQ/QA-LoRA; no PDF downloaded.	5
X-KD	-XKD: GENERAL EXPERIENTIAL KNOWLEDGE DISTILLATION FOR LARGE LANGUAGE MODELS	Cai, Yuang; Yuan, Yuyu	2026	arXiv preprint (venue not verified)	2602.12674					unknown	AVRIL-based experiential KD; beats GKD/MiniLLM baselines on summarization/MT/reasoning	4	1	abstain	verified via arXiv search snippet only; tangential framing, no harness-transferable recipe beyond baselines	4
Data-contamination-survey-2025	A Survey on Data Contamination for Large Language Models	authors not recorded	2025	arXiv preprint	2502.14425					not recorded	White/gray/black-box detection taxonomy with n-gram table across model families; seen only via search excerpt.	2	1	abstain	Primary source never opened; superseded for our purposes by admitted 2406.04244 survey.	8
Urbano-SIGIR13	A comparison of the optimality of statistical significance tests for information retrieval evaluation	Julian Urbano, Monica Marrero, Diego Martin	2013	SIGIR 2013	10.1145/2484028.2484163					not recorded	Argues permutation test is theoretically optimal for IR; seen only via ACM listing and citation excerpts.	3	1	abstain	Primary source (paywalled ACM) never opened; claims taken only from secondary excerpts. Covered for our purposes by admitted Smucker papers.	8
ADELIE	ADELIE: Aligning Large Language Models on Information Extraction	Yunjia Qi et al.	2024	EMNLP 2024	n/a (ACL id 2024.emnlp-main.419)					not recorded	IE-alignment SFT+DPO dataset (IEInstruct 83k) beating larger-data rivals; seen only via ACL excerpt.	1	1	abstain	Primary source never opened; belongs partly to lane 6 as well. Flagged, not cited.	8
