name	title	authors	year	venue	arxiv_id_or_doi	repo_url	stars	last_push	license	artefact_released	one_line	capability	relevance_0_3	disposition	reason	lanes
timem	TiMem: Temporal-Hierarchical Memory Consolidation for Long-Horizon Conversational Agents	Li, Yu, Ni, Zeng, Xu, Zhang et al.	2026	arXiv preprint	2601.02845	https://github.com/TiMEM-AI/timem	n/a	n/a	n/a	code	Temporal-hierarchical consolidation with time-aware indexing for long conversations.	4	2	admit	Abs page and PDF verified; repo link from abs page, existence verified (HTTP 200).	8
titans	Titans: Learning to Memorize at Test Time	Behrouz, Zhong, Mirrokni	2024	arXiv preprint	2501.00663	--	n/a	n/a	n/a	none found	Neural long-term memory module updated by gradient surprise at test time.	4	2	admit	Abs page and PDF verified; no official code link found.	8
Gecko	Versatile Text Embeddings Distilled from Large Language Models	Lee; Dai; Ren; Chen; Cer; Cole; Hui; Boratko	2024	arXiv preprint	2403.20327	--	n/a	--	--	no (no public weights)	Two-step LLM distillation (FRet synthetic + LLM relabel) makes 1B-compact embedders beat 7B models	1	2	admit	Primary source opened (abs + PDF); distillation recipe directly applicable to distilling a 2B embedder	1
where-vs-what	Where vs What: Decomposing Structural and Content Failures in LLM-Generated Structured Outputs	Zhang et al.	2026	arXiv preprint	2608.25358	--	--	--	--	no (study)	Separates structural from content errors in structured outputs; tells MelodyScribe whether to fix grammar or model	2	2	admit	Abs verified; PDF downloaded.	7
whp-unlearning	Who's Harry Potter? Approximate Unlearning in LLMs	Eldan, Russinovich	2023	arXiv preprint	2310.02238	--	n/a	n/a	n/a	none found	Targeted unlearning by fine-tuning on relabeled forget-set tokens.	4	2	admit	Abs page and PDF verified; no official code.	8
fdiv-seqkd	f-Divergence Minimization for Sequence-Level Knowledge Distillation	Wen et al.	2023	arXiv preprint	2307.15190	--	--	--	--	unverified	General f-divergence view of seqKD; mode-seeking divergences suit small students	2	2	admit	Abs verified via arXiv search; PDF downloaded.	7
jina-v3	jina-embeddings-v3: Multilingual Embeddings With Task LoRA	Sturua et al. (Jina AI)	2024	arXiv; ECIR 2025	2409.10173	--	not-fetched	not-fetched	CC-BY-NC-4.0	yes (570M, 8K, 5 task LoRAs)	XLM-R-based 570M model with RoPE to 8K and per-task LoRA adapters; beats OpenAI/Cohere embeddings on English MTEB (vendor-reported).	1	2	admit	Abs page, paper and HF card fetched; task-LoRA pattern is reusable, but the NC license bars commercial use.	1,9
mmRAG	mmRAG: A Modular Benchmark for Retrieval-Augmented Generation over Text, Tables, and Knowledge Graphs	Chuan Xu; Qiaosheng Chen; Yutong Feng; Gong Cheng	2025	arXiv preprint	2505.11180	--	--	--	--	unverified	Modular benchmark comparing text, table and KG retrieval modalities on one setup.	2	2	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
memory-mechanism-survey	A Survey on the Memory Mechanism of Large Language Model based Agents	Zeyu Zhang; Xiaohe Bo; Chen Ma; Rui Li; Xu Chen	2024	arXiv preprint	2404.13501	https://github.com/nuster1128/LLM_Agent_Memory_Survey	unknown	unknown	unknown	data-only (survey repo)	Taxonomy of agent memory mechanisms; forward/backward chaining index	5	1	admit	Verified: abs page + PDF; repo URL from paper, stars not fetched (API quota exhausted)	6
AnglE	AnglE-optimized Text Embeddings	Li; Li	2023	ACL 2024	2309.12871	https://github.com/SeanLee97/AnglE	573	2026-03-22	MIT	yes (code + checkpoints)	Angle-over-cosine loss fixes saturation zones; ablates 5 pooling strategies and AnglE-LLaMA variant	1	1	admit	Primary source opened (abs + PDF); loss/pooling study, not unification; admitted for pooling evidence only	1
Episodic-Semantic-Scientific	Episodic-Semantic Memory Architecture for Long-Horizon Scientific Agents	Nikola Milosevic	2026	arXiv preprint	2605.17625	--	--	--	--	unknown	Dual-process split of 10-message episodic buffer from semantic store for saturated scientific contexts.	2	1	admit	Abs page opened and abstract verified; thin single-author study so relevance capped at 1.	3
memgas	From Single to Multi-Granularity: Toward Long-Term Memory Association and Selection of Conversational Agents	Xu, Wen, Jia, Zhang, Zhang, Wang et al.	2025	arXiv preprint	2505.19549	https://github.com/quqxui/MemGAS	n/a	n/a	n/a	code	Multi-granularity memory association and selection policy for dialogue agents.	4	1	admit	Abs page and PDF verified; repo link from abs page, existence verified (HTTP 200).	8
LoRA-tradeoffs-text-to-SQL	How Small Can You Go? A Controlled Study of LoRA Rank, Target Modules, and Quantization Trade-offs for Text-to-SQL	Mahendra Singh Rathor; Anagheem Azzam	2026	arXiv preprint	2607.25583	--	--	--	--	unverified	Controlled LoRA-rank/module/quantization study for small-model text-to-SQL on one GPU.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
inms	INMS: Memory Sharing for Large Language Model based Agents	Hang Gao; Yongfeng Zhang	2024	arXiv preprint	2404.09982	--	--	--	--	no	Shared-memory protocol across agents; multi-tenant memory precedent	5	1	admit	Verified: abs page + PDF; no own code repo in paper	6
Larch	Larch: Learned Query Optimization for Semantic Predicates	Fuheng Zhao; Pawel Liskowski; Zihan Li; Benjamin Han; Puxuan Yu; Varich Boonsanong	2026	arXiv preprint	2606.07923	--	--	--	--	unverified	Learned cost/quality optimizer for semantic (LLM) predicates in queries.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Small-LMs-for-large-DBs	Large Databases Need Small, Open-Weight Language Models	Parker Glenn; Alfy Samuel	2026	arXiv preprint	2606.31808	--	--	--	--	unverified	Argues small open-weight LMs suffice for large-database QA when paired with execution/verification.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
lifealign	LifeAlign: Lifelong Alignment for Large Language Models with Memory-Augmented Focalized Preference Optimization	Li, Zhou, Zhan, Yang, Pan, Chen et al.	2025	arXiv preprint	2509.17183	https://github.com/real-ljs/LifeAlign	n/a	n/a	n/a	code	Memory-augmented preference optimization for lifelong alignment without forgetting.	4	1	admit	Abs page and PDF verified; repo link from abs page, existence verified (HTTP 200).	8
Multi-turn-text-to-SQL-memory	Memory Architectures for Multi-Turn Text-to-SQL: A Benchmark and Empirical Study	Ravi Kumar Tummalapenta; Suman Addanki	2026	arXiv preprint	2605.26394	--	--	--	--	unverified	Benchmarks memory designs for conversational text-to-SQL agents.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
function-tokens	Memory Retrieval and Consolidation in Large Language Models through Function Tokens	Zhang, Lin, Li	2025	arXiv preprint	2510.08203	--	n/a	n/a	n/a	none found	Retrieval/consolidation triggered through learned function-token interface.	4	1	admit	Abs page and PDF verified; no code link found.	8
Multi-objective-rewrites	Multi-Objective Agentic Rewrites for Unstructured Data Processing	Lindsey Linxi Wei; Shreya Shankar; Sepanta Zeighami; Yeounoh Chung; Fatma Ozcan; Aditya G. Parameswaran	2025	arXiv preprint	2512.02289	--	--	--	--	unverified	Agentic pipeline rewrites trading off cost, latency and quality for document processing.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
human-like-recall	My agent understands me better: Integrating Dynamic Human-like Memory Recall and Consolidation in LLM-Based Agents	Hou, Tamoto, Miyashita	2024	arXiv preprint	2404.00573	--	n/a	n/a	n/a	none found	Recall/consolidation loop modeled on human memory dynamics for companion agents.	4	1	admit	Abs page and PDF verified; no code link found.	8
Omni-SimpleMem	Omni-SimpleMem: Autoresearch-Guided Discovery of Lifelong Multimodal Agent Memory	Jiaqi Liu et al.	2026	arXiv preprint	2604.01007	https://github.com/aiming-lab/SimpleMem	3754	2026-07-24	MIT	yes	Autonomous research pipeline discovering memory architectures; bug fixes beat hyperparameter tuning.	4	1	admit	Abs verified via search listing; admits automated discovery but thin on typed-store detail.	3
Type-rules	Play by the Type Rules: Inferring Constraints for LLM Functions in Declarative Programs	Parker Glenn; Alfy Samuel; Daben Liu	2025	arXiv preprint	2509.20208	--	--	--	--	unverified	Type/constraint inference for LLM-valued functions inside declarative (BlendSQL-style) programs.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
prompt-injection-liu	Prompt Injection attack against LLM-integrated Applications	Yi Liu; Gelei Deng; Yuekang Li; Kailong Wang; Zihao Wang; et al.	2023	arXiv preprint	2306.05499	--	--	--	--	no	Systematic PI threat analysis for LLM-integrated apps	5	1	admit	Verified: abs page + PDF; no own code repo in paper	6
RUBICON	RUBICON: Agentic AI for Messy Enterprise Data	Fabian Wenz; Felix Treutwein; Cagatay Demiralp; Michael Stonebraker	2026	arXiv preprint	2604.21413	--	--	--	--	unverified	Agentic preparation + structuring of messy enterprise data before querying.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Listwise-memory-text-to-SQL	Replacing Training with Memory: Listwise Selection for Text-to-SQL	Yeonseok Jeong; Soyoung Yoon; Seongjun Lee; Seung-won Hwang	2026	arXiv preprint	2609.00834	--	--	--	--	unverified	Retrieved-experience (memory) selection replaces fine-tuning for text-to-SQL adaptation.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
Ontology-RAG-from-RDBs	Retrieval-Augmented Generation of Ontologies from Relational Databases	Nadeen Fathallah; Mojtaba Nayyeri; Athish A Yogi; Ratan Bahadur Thapa; Hans-Michael Tautenhahn; Anton Schnurpel	2025	arXiv preprint	2506.01232	--	--	--	--	unverified	Reverse direction: builds ontologies/KG schema out of relational databases for RAG.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
signed-prompt	Signed-Prompt: A New Approach to Prevent Prompt Injection Attacks Against LLM-Integrated Applications	Xuchen Suo	2024	arXiv preprint	2401.07612	--	--	--	--	no	Signed instructions authorized by role; lightweight authorized-write precedent	5	1	admit	Verified: abs page + PDF; no code repo in paper	6
E5	Text Embeddings by Weakly-Supervised Contrastive Pre-training	Wang; Yang; Huang; Jiao; Yang; Jiang; Majumder; Wei	2022	arXiv preprint	2212.03533	https://github.com/microsoft/unilm	22212	2026-08-26	MIT	yes (checkpoints + CCPairs recipe)	Weakly-supervised contrastive pretraining recipe every decoder-embedder inherits; first to beat BM25 zero-shot	1	1	admit	Primary source opened (abs + PDF); encoder-only baseline, admitted as recipe predecessor only	1
VikingRAG	VikingRAG: Accurate and Token-efficient Retrieval-augmented Generation over Structured Documents	Peiyuan Gao; Gaoyuan Zhang; Haojie Qin; Yahui Sun; Qianyi Zhang; Yunhao Zhang	2026	arXiv preprint	2609.11390	--	--	--	--	unverified	Token-efficient RAG tuned for structured documents.	2	1	admit	Primary source opened (arXiv abs + API record); PDF downloaded and %PDF-verified.	5
lora-learns-less	LoRA Learns Less and Forgets Less	Biderman et al.	2024	arXiv preprint	2405.09673	--	--	--	--	no (study)	LoRA underperforms full fine-tuning on new-fact acquisition but forgets less; quantifies the tradeoff	refutes	3	refute	Abs verified; PDF downloaded. Refutes 'LoRA matches full fine-tune' as a blanket claim.	7
repair-not-improvement	Repair, Not Improvement: Decomposing Constrained Decoding in Tool-Call Abstention	Lee	2026	arXiv preprint	2608.13959	--	--	--	--	no (study)	Constrained decoding repairs schema validity but does not improve (and can harm) tool-call abstention decisions	refutes	3	refute	Abs verified; PDF downloaded. Refutes 'constraints improve small-model accuracy' as blanket claim.	7
sample-more-reflect-less	Sample More, Reflect Less: Self-Refine and Reflexion Lose to Repeated Sampling at Equal Token Cost, from 1.5B to 7B	Mirzaei	2026	arXiv preprint	2607.28576	--	n/a	n/a	n/a	none found	At 1.5B-7B, repeated sampling beats Self-Refine/Reflexion loops at equal token budget.	refutes	3	refute	Abs page verified; title-level claim directly refutes small-model reflection cost-benefit. Not downloaded per rules.	8
ReFind	When Your Agent Opens the Chat App: Agent-Controlled Search over Raw Chat Logs Rivals Structured Memory	Ruizhe Li et al.	2026	arXiv preprint	2608.12888	--	--	--	--	unknown	Agent-controlled lexical search over raw logs beats graph and tree memory systems on conversational QA.	refutes	3	refute	Abs page opened and abstract verified; contradicts structure-is-necessary claim with matched-backbone numbers.	3
Memo-Not-Memory	Contextual Agentic Memory is a Memo, Not True Memory	Binyan Xu et al.	2026	arXiv preprint	2604.27707	--	--	--	--	unknown	Argues vector stores implement lookup not memory; generalization needs weight-based abstraction.	refutes	2	refute	Abs page opened and abstract verified; bounds what typed-store filing can claim.	3
cannot-self-correct	Large Language Models Cannot Self-Correct Reasoning Yet	Huang, Chen, Mishra, Zheng, Yu, Song, Zhou	2023	arXiv preprint	2310.01798	--	n/a	n/a	n/a	none found	Intrinsic self-correction of reasoning fails without external feedback or oracle.	refutes	2	refute	Abs page verified; title-level claim contradicts unsupervised revise-pass optimism. Not downloaded per rules.	8
Reproducing-LightMem	Reproducing LightMem: Naive RAG Is Just as Good for Memory Management	Yongjie Zhou et al.	2026	arXiv preprint	2607.29104	https://github.com/ielab/Reproducing-LightMem	--	--	--	yes	Reproduction showing retriever choice dominates and construction discards answer-relevant information.	refutes	2	refute	Abs verified via search listing; tempers LightMem admission and construction-always-helps claims.	3
rethinking-moa	Rethinking Mixture-of-Agents: Is Mixing Different Large Language Models Beneficial?	Li et al.	2025	arXiv preprint	2502.00674	--	--	--	--	no (study)	Finds mixing different LLMs often underperforms best single model; role-diversity, not model-diversity, matters	refutes	2	refute	Abs verified; PDF downloaded. Refutes MoA-style 'mixing helps' reading. (This id is NOT Self-MoA; see ledger.)	7
Useful-Memories-Faulty	Useful Memories Become Faulty When Continuously Updated by LLMs	Dylan Zhang et al.	2026	arXiv preprint	2605.12978	--	--	--	--	unknown	Continuously LLM-rewritten consolidated memory banks accumulate faults; raw episodic traces stay reliable.	refutes	2	refute	Abs page opened and abstract verified; contradicts always-on revise-pass assumption.	3
great-models-think-alike	Great Models Think Alike and this Undermines AI Oversight	Goel et al.	2025	arXiv preprint	2502.04313	--	--	--	--	no (study)	Correlated failures across frontier models undermine ensemble/oversight independence assumptions behind routing	refutes	1	refute	Abs verified; PDF downloaded. (This id is NOT CAPA; see ledger.) Limits router-ensemble reliability claims.	7
AgentKVShift	AgentKVShift: Efficient KV Cache Reuse for Agentic Memory Systems	--	2026	preprint	2607.21604	--	--	--	--	--	KV reuse over curated agentic memory units (summaries/keywords/tags) with selective recompute.	3	2	abstain	Verified at arXiv abs only (authors not captured); not filed; overlaps ReCache which is admitted with code.	2
C2KV	C2KV: Compressed and Composable KV Cache Reuse for Efficient LLM Inference	Chuheng Du, Junyi Chen et al.	2026	preprint	2607.17715	https://github.com/s7a9/C2KV	10	2026-08-17	None stated	--	Unifies compression with non-prefix reuse; warns naive compression+reuse combination severely degrades accuracy.	3	2	abstain	Verified at arXiv abs + HTML + GitHub API; not filed to bound scope; cited for the compression-interaction warning.	2
CacheProbe	CacheProbe: Auditing Prompt Cache Isolation in Gateway APIs	Ryan Fahey	2026	preprint	2605.30613	--	--	--	--	--	Shows gateway prompt-caching leaks via timing/metadata; OpenRouter case study.	3	2	abstain	Verified at arXiv abs only; not filed; security-audit angle overlaps lane 6; cited in security requirements.	2
DAF	Decoupled Attention Fusion: Accelerating RAG with Efficient KV Cache Reuse	Xiabao Wu, Wentao Liu, Yongchao Liu, Jiajun Zheng	2026	preprint	2607.21599	--	--	--	--	--	Claims CacheBlend suffers severe accuracy degradation at longer contexts; proposes decoupled fusion fix.	3	2	abstain	Verified at arXiv abs only; not filed to bound scope. Cited in findings as contesting CacheBlend's no-loss claim; needs independent replication before depending on it.	2
LLM2Vec-Gen	Generative Embeddings from Large Language Models	Zhao (et al.)	2026	arXiv preprint	2603.10913	--	n/a	--	--	--	Frozen-backbone embeddings in LLM output space via learned special tokens; interpretable/decodable	1	2	abstain	Primary source opened but Mar-2026 preprint, too recent to verify claims/code; frozen-head idea flagged for capability 1	1
KeyPooling	KeyPooling: Measuring Where LLM API Relay Paths Collapse Prompt Cache Isolation	Bowen Sun, Yixi Cai et al.	2026	preprint	2608.17485	--	--	--	--	--	Shared provider credentials across relay customers collapse cache isolation; measurement method.	3	2	abstain	Verified at arXiv abs only; not filed; same reason as CacheProbe; cited in security requirements.	2
MoT	Mixture-of-Translators: Translating KV Caches Across Heterogeneous LLMs	Jin-woo Lee, Minkyung Song et al.	2026	preprint	2607.28979	--	--	--	--	--	Maps source-model KV into target-model cache space across architectures.	3	2	abstain	Verified at arXiv abs only; not filed; cross-architecture translation is future work for MelodyScribe, noted as gap-adjacent.	2
ProbingDispensable	Probing the Prompt KV Cache: Where It Becomes Dispensable	V. Bannihatti Kumar et al.	2026	preprint	2605.30574	--	--	--	--	--	Splice study: redundancy is template form, not content; upper-layer prompt KV replaceable by neutral scaffold.	3	2	abstain	Verified at arXiv abs only; not filed; quality-measurement result cited in findings.	2
SparseX	SparseX: Efficient Segment-Level KV Cache Sharing for Interleaved LLM Serving	Quqing Zhang, Kai Chen et al.	2026	preprint	2606.01751	--	--	--	--	--	Segment-level sharing using Sparse-Q indices for cross-request/cross-turn segments.	3	2	abstain	Verified at arXiv abs only; not filed to bound scope; overlaps admitted PIC neighbours.	2
TokenDance	TokenDance: Scaling Multi-Agent LLM Serving via Collective KV Cache Sharing	Zhuohang Bian, Feiyang Wu et al.	2026	preprint	2604.03143	--	--	--	--	--	Collective KV sharing for All-Gather multi-agent round pattern.	3	2	abstain	Verified at arXiv abs only; not filed; multi-agent-collective angle is out of MelodyScribe's single-harness scope.	2
Hydra	Unifying Document Retrieval and Generation in a Single Vision-Language Model	Georgiou	2026	arXiv preprint	2603.28554	--	n/a	--	--	--	Dual-head LoRA retrieval toggle; ablation claims GritLM-style joint training collapses generation	1	2	abstain	Single-author Mar-2026 preprint; generation-collapse claim directly relevant but authority unverified; do not cite as refutation until reproduced	1
olmo-2	2 OLMo 2 Furious	Team OLMo et al.	2025	arXiv; COLM 2025	2501.00656	https://github.com/allenai/OLMo	6675	2025-11-24	Apache-2.0	yes (7B/13B/32B + Dolmino Mix + RLVR)	Fully-open 7B/13B/32B generation with stability fixes, late-stage Dolmino Mix curriculum and Tulu-3/RLVR instruct recipe.	2	1	abstain	Verified but 7B+ exceeds the lane 0.3-3B band; recipe otherwise relevant.	9
UniversalReuse	A Universal Context-Reuse Layer for Cross-Model KV Sharing	Yi Li, Dongming Jiang et al.	2026	preprint	2608.30963	--	--	--	--	--	Studies cross-model KV sharing including differing models.	3	1	abstain	Verified at arXiv abs only; not filed; same reason as MoT; very fresh (31 Aug 2026) preprint.	2
ActiveRAG	Active Retrieval Augmented Generation	Jiang, Zhengbao; Xu, Frank F.; Gao, Luyu; Sun, Zhiqing; Liu, Qian; Dwivedi-Yu, Jane; Yang, Yiming; Callan, Jamie; Neubig, Graham	2023	arXiv preprint	2305.06983	--	unknown	unknown	unknown	n/a (prompting only, nothing trained)	FLAN-T5 prompted to interleave retrieval with reasoning; no model is trained.	2	1	abstain	Verified at arXiv abs for title/authors; abstained as off-lane (prompting-only, predates and motivates the trained successors above).	4
AdapShot	AdapShot: Adaptive Many-Shot In-Context Learning with Semantic-Aware KV Cache Reuse	--	2026	preprint	2605.03644	--	--	--	--	--	Adaptive shot-count + semantic-aware reuse for many-shot ICL.	3	1	abstain	Verified at arXiv abs only (authors not captured); not filed; ICL-shot focus is marginal to MelodyScribe.	2
arctic-embed-1	Arctic-Embed: Scalable, Efficient, and Accurate Text Embedding Models	Merrick et al. (Snowflake)	2024	arXiv	2405.05374	https://github.com/Snowflake-Labs/arctic-embed	91	not-fetched	Apache-2.0	yes (22M-334M suite)	Per-size SOTA MTEB retrieval at release, including 22M xs and 33M s variants and an 8K long-context m-long.	1	1	abstain	Verified; superseded by the 2.0 report except for the tiny xs/s/long size points.	9
CanIBuyKV	Can I Buy Your KV Cache?	--	2026	preprint	2606.13361	--	--	--	--	--	Position piece: publishers precompute document KV once; agents buy instead of re-prefilling.	3	1	abstain	Verified at arXiv abs only (authors not captured); not filed; manifesto-style, no mechanism artefact.	2
DSPy	DSPy: Compiling Declarative Language Model Calls into Self-Improving Pipelines	Khattab, Omar; Singhvi, Arnav; Maheshwari, Paridhi; Zhang, Zhiyuan; Santhanam, Keshav; Vardhamanan, Sri; et al.	2023	arXiv preprint	2310.03714	not verified this session	unknown	unknown	unknown	n/a (optimizes prompts, not weights)	Optimizes multi-stage retrieve/generate programs (prompting, few-shots, routing) without gradient updates.	2	1	abstain	Verified at arXiv abs only for title/authors; abstained as off-lane (no weight training) and repo/artefact facts not verified this session.	4
KVShareArena	KVShareArena: KV-Cache Reuse Across Contexts and Model Checkpoints	--	2026	preprint	2609.10266	--	--	--	--	--	Reuse across contexts and checkpoints.	3	1	abstain	Surfaced in arXiv search snippet; abs page not opened; too fresh (Sep 2026) to depend on.	2
LinearKV	LinearKV: One Cached State Suffices for Position-Independent Caching in Hybrid LLMs	--	2026	preprint	2608.11231	--	--	--	--	--	Single-state PIC for hybrid LLMs; sibling direction to admitted HYPIC.	3	1	abstain	Verified at arXiv abs only (authors not captured); not filed; HYPIC admitted as the representative hybrid-PIC item.	2
MemDelta	MemDelta: Controlled Baselines and Hidden Confounds in Agent Memory Evaluation	Kuan Wang	2026	arXiv preprint	2606.29914	--	--	--	--	unknown	Evaluation protocol varying one component at a time; verbatim RAG matches full-context on LongMemEval-S.	2	1	abstain	Abs page opened; evaluation methodology belongs to lane 10, out of lane scope.	3
nemotron-nano-2	NVIDIA Nemotron Nano 2: An Accurate and Efficient Hybrid Mamba-Transformer Reasoning Model	NVIDIA et al. (full author list not captured)	2025	arXiv	2508.14444	--	not-fetched	not-fetched	not-fetched	yes (9B + 12B base + datasets)	9B hybrid reasoning model at 3-6x the throughput of Qwen3-8B; 128K inference on one 22GB GPU; BFCL/IFEval reported.	2	1	abstain	Verified, but 9B exceeds the band; throughput-per-watt datapoint only.	9
nemotron-h	Nemotron-H: A Family of Accurate and Efficient Hybrid Mamba-Transformer Models	NVIDIA et al. (full author list not captured)	2025	arXiv	2504.03624	--	not-fetched	not-fetched	not-fetched (paper CC-BY-4.0)	yes (8B/56B)	Hybrid Mamba-2 + sparse attention (~8% of layers); SOTA accuracy with faster inference; strong RULER long-context post-training.	3	1	abstain	Verified, but 8B/56B exceeds the lane 0.3-3B band; hybrid KV-light architecture noted for capability 3 only.	9
ObjectCache	ObjectCache: Layerwise Object-Storage Retrieval for KV Cache Reuse	--	2026	preprint	2605.22850	--	--	--	--	--	S3-compatible tier for prefix KV overflow beyond GPU/DRAM.	3	1	abstain	Verified at arXiv abs only (authors not captured); not filed; storage-tiering, marginal to one-GPU harness.	2
PCR	PCR: A Prefetch-Enhanced Cache Reuse System for Low-Latency RAG Serving	Wenfeng Wang, Xiaofeng Hou et al.	2026	preprint	2603.23049	--	--	--	--	--	Prefetch + reuse for high-throughput RAG serving.	3	1	abstain	Verified at arXiv abs only; not filed; prefetch scheduling is serving-ops, marginal to MelodyScribe.	2
ProGraph	Profile-Graph Memory for LLM Agents (ProGraph)	Shengtong Zhu	2026	arXiv preprint	2607.19359	https://github.com/ShengtongZhu/ProGraph	1	2026-08-06	MIT	yes	Profile-expansion traversal plus compression residuals; MemHop benchmark.	2	1	abstain	Search listing only; abs page never opened; repo has 1 star, adoption unverifiable.	3
ReST	Reinforced Self-Training (ReST) for Language Modeling	Gulcehre, Caglar; Paine, Tom Le; Srinivasan, Srivatsan; Konyushkova, Ksenia; Weerts, Lotte; Sharma, Abhishek; Siddhant, Aditya; Ahern, Alex; Wang, Miaosen; Gu, Chenjie; Macherey, Wolfgang; Doucet, Arnaud; Firat, Orhan; de Freitas, Nando	2023	arXiv preprint	2308.08998	--	unknown	unknown	unknown	no	Offline Grow/Improve loop for MT alignment; the named ReST-style recipe family.	2	1	abstain	Verified at primary source, but off-lane: machine-translation alignment with no store/update/delete/retrieve decision and no released artefact.	4
FluxMem	Rethinking Memory as Continuously Evolving Connectivity (FluxMem)	Jizhan Fang et al.	2026	arXiv preprint	2605.28773	https://github.com/zjunlp/LightMem	--	--	--	no	Connectivity-evolving heterogeneous graph with feedback refinement; code unreleased ongoing work.	4	1	abstain	Search listing only; authors state code will be open-sourced, artefact unverifiable.	3
SF-AMS	SF-AMS: Strategic Forgetting for Structured Memory in LLM Agent	Ning Yang et al.	2026	arXiv preprint	2607.22562	--	--	--	--	unknown	Utility-driven survival and forgetting for structured memory units.	4	1	abstain	Search listing only; forgetting policy belongs to lane 8, out of lane scope.	3
Search-o1	Search-o1: Agentic Search-Enhanced Large Reasoning Models	Li, Xiaoxi; Dong, Guanting; Jin, Jiajie; Zhang, Yuyao; Zhou, Yujia; Zhu, Yutao; Zhang, Peitian; Dou, Zhicheng	2025	arXiv preprint	2501.05366	https://github.com/RUC-NLPIR/Search-o1	1244	2025-11-17	MIT	n/a (inference framework, nothing trained)	Agentic search + Reason-in-Documents refinement loop over frozen 32B reasoning models; no weight training.	2	1	abstain	Verified at primary sources, but off-lane: inference-only framework on a 32B backbone, no 1-8B model is trained to decide anything.	4
StructRAG-scholarly	Structure-Aware RAG Framework with Scholarly Knowledge Graph for Diverse Question Answering	Jia; Zhang; Rodriguez Mendez; Ghiasnezhad Omran	2025	DOI 10.1145/3701716.3717819 (companion)	DOI 10.1145/3701716.3717819	-- (implementation link w3id.org/kgcp/DPFusion seen but not opened)	not fetched	not fetched	not fetched	unknown	Name-collision paper: DDM hierarchy-preserving KG + source-diversity reranking for academic QA.	2	1	abstain	Could not verify: only secondary search-result snippets seen; paper and implementation link never opened; name collides with ICLR StructRAG above.	10
BlockSegDistill	Towards Generalization of Block Attention via Automatic Segmentation and Block Distillation	--	2026	preprint	2605.15913	--	--	--	--	--	Auto-segmentation + block distillation to generalize admitted Block-Attention.	3	1	abstain	Verified at arXiv abs only (authors not captured); not filed; follow-up to admitted item, cited in its paragraph.	2
Contriever	Unsupervised Dense Information Retrieval with Contrastive Learning	Izacard; Caron; Hosseini; Riedel; Bojanowski; Joulin; Grave	2021	arXiv preprint	2112.09118	https://github.com/facebookresearch/contriever	779	2023-04-07	NOASSERTION	--	Unsupervised contrastive pretraining baseline all later recipes compare against	1	1	abstain	Verified at primary source but out of lane scope (encoder-only, no generation); repo stars fetched, weights unverified here	1
memory-poisoning-2026-cluster	2026 memory-poisoning preprints (e.g. MAFIA; Transferable End-to-End Optimization for Indirect Long-Term Memory Poisoning; From Untrusted Input to Trusted Memory)	unverified	2026	arXiv listing titles only	see method.md	--	--	--	--	no	Screened via arXiv listing query only; papers not opened	5	0	abstain	Reason: listing titles only, primary sources not opened; flag for next sweep	6
human-memory-framework	A Framework for Inference Inspired by Human Memory Mechanisms	Zeng, Lin, Hu, Huang, Zhang	2023	arXiv preprint	2310.09297	--	n/a	n/a	n/a	none found	Conceptual human-memory-inspired inference framework.	4	0	abstain	Abs page verified only; full text not reviewed, mechanism detail unknown.	8
badchain	BadChain (backdoor chain-of-thought prompting; cited in AgentPoison)	unverified	--	--	recalled id 2405.04619 is WRONG (that id is a physics paper)	--	--	--	--	no	Screened as related work; not admitted	5	0	abstain	Reason: could not verify; recalled arXiv id resolves to an unrelated physics paper, genuine id not established this session	6
dss-wrong-ids	Distilling Step-by-Step (recalled ids 2305.10586 / 2305.10688)	--	--	--	2305.10586	--	--	--	--	--	Both recalled ids resolve to unrelated physics/chemistry papers (abs pages fetched); correct source is ACL Findings	2	0	abstain	Recalled ids falsified against abs pages; corrected source admitted as distilling-step-by-step.	7
dora-wrong-id	DoRA (recalled id 2402.10974)	--	--	--	2402.10974	--	--	--	--	--	Recalled id unverified; OpenAlex+abs resolve DoRA to 2402.09353, admitted separately	2	0	abstain	Recall corrected by primary source; do not cite 2402.10974 for DoRA.	7
gemma-1	Gemma: Open Models Based on Gemini Research and Technology	Gemma Team (Google DeepMind)	2024	arXiv	2403.08295	--	not-fetched	not-fetched	not-fetched	yes (2B/7B)	First-gen open Gemma 2B/7B on 6T tokens.	2	0	abstain	Verified; superseded by Gemma 3 in every lane-relevant dimension.	9
